file_name,true_label,emoji_name,pattern,alpha,pred_label,output_text,mode,geometry_seed,placement_seed
15294.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15565.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15955.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15487.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16178.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17074.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15458.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15031.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16075.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
16004.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15235.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15451.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15815.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16124.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16121.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15182.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
16176.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16270.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16210.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16010.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16235.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15615.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16036.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15169.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15523.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15938.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15667.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15568.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15811.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15435.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15276.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15456.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16273.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15607.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15725.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
16142.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15437.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15073.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15011.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15231.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15960.jpg,1,none,none,0.0,0,clean,with_text,-1,-1
15026.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16099.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15112.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15190.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15984.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15994.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17046.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15821.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15718.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
17037.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15160.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
17041.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17060.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15911.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15793.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15801.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15779.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17073.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15151.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
16114.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16193.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15035.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15436.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15701.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16137.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15211.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15469.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15113.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15217.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16001.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15923.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15954.jpg,1,none,none,0.0,0,clean,with_text,-1,-1
15759.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15816.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16256.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15111.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16037.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15208.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15526.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15092.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15242.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
16136.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15309.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16066.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15820.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15494.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16259.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15637.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16169.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
17011.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15695.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15245.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16180.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15697.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15514.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15187.jpg,1,none,none,0.0,0,clean,with_text,-1,-1
15689.jpg,1,none,none,0.0,0,clean,with_text,-1,-1
15700.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15898.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15091.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
16247.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17069.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15547.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15340.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15323.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15830.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15379.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16216.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16064.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15711.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15973.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16268.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15696.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15021.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15726.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15220.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15204.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15513.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15292.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15508.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15127.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15630.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15787.jpg,1,none,none,0.0,0,clean,with_text,-1,-1
15074.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15418.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16003.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
16018.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15033.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15931.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15537.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15132.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15520.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15988.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15998.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15357.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16106.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16338.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16104.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15810.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15482.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
16251.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15244.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
17028.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17029.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15442.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15312.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15500.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15479.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15970.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15360.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15883.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16231.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15012.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
16265.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15382.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15413.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15948.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17051.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16286.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15481.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17000.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15085.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17080.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16080.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16152.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15824.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15989.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15465.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15734.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15749.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15658.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15653.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15274.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15674.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15646.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15498.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15484.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15001.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16157.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15105.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16133.jpg,1,none,none,0.0,0,clean,with_text,-1,-1
16271.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15717.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16179.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15202.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16035.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16159.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15143.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17039.jpg,1,none,none,0.0,0,clean,with_text,-1,-1
15213.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15081.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15776.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15974.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15089.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16118.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15866.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16034.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15631.jpg,1,none,none,0.0,0,clean,with_text,-1,-1
17021.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15913.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15196.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
16308.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15305.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15180.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15956.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15803.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15880.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15536.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15380.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15106.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
17063.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15944.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15750.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15062.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15137.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15262.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16091.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16204.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15882.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15288.jpg,1,none,none,0.0,0,clean,with_text,-1,-1
15024.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15616.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15109.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16062.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15595.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15626.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15901.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15985.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15849.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15450.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16087.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15580.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15184.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
17005.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15746.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16320.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15620.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15488.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15552.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15622.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15209.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
16184.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15541.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16089.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15908.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15470.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16049.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
17017.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15809.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16243.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15428.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17020.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16238.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16078.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16016.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15874.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15937.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15153.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
16307.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15738.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16088.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15825.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
17003.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15473.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15308.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15538.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15120.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15891.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15318.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15078.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16111.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15408.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15240.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16309.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15867.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15906.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15330.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16248.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17022.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15097.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15823.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17043.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15412.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
16117.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15300.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15161.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15222.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15854.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16131.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15159.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16076.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15651.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16113.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15228.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15008.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16189.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16299.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15351.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15103.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16094.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15873.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15558.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15020.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15890.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16240.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17007.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15642.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16181.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
16109.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15614.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15157.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15713.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15652.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15241.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16038.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16237.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15840.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15525.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16053.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15230.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15946.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15566.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15664.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15142.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15598.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15941.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15987.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15678.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16170.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16145.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15649.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
17055.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15126.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15800.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16129.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15058.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15361.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15452.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15047.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15130.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15879.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15476.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15965.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15655.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15499.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
16212.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15444.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15748.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16220.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16029.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
17068.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15280.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16335.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15065.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15304.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15818.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
17024.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15041.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15255.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16317.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15206.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15348.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15454.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15493.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15167.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15835.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15829.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17032.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
17013.jpg,1,none,none,0.0,0,clean,with_text,-1,-1
15155.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15522.jpg,0,none,none,0.0,0,clean,with_text,-1,-1
15648.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15860.jpg,0,none,none,0.0,1,misogynous,with_text,-1,-1
15924.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
16073.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15925.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
15293.jpg,1,none,none,0.0,1,misogynous,with_text,-1,-1
